scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Pedicularis rainierensis,2023-07-20 07:07:49 -0700,,"Mount Rainier National Park, Ashford, WA, US",46.93237,-121.5921033333,,Mount Rainier lousewort,https://www.inaturalist.org/observations/174032359,https://inaturalist-open-data.s3.amazonaws.com/photos/302295854/medium.jpg,jareddodson,174032359,Mount Rainier lousewort,Plantae,146989,1,0,2023-07-20 07:07:49-07:00,2023-07-20,2023-07-20 14:07:49 UTC,Pacific Time (US & Canada),17,17,,,false,,,3448676,,2023-07-21 01:26:15 UTC,2023-08-12 20:38:16 UTC,research,CC-BY-NC,NA,3,false
Pedicularis rainierensis,2023-07-20 06:48:39 -0700,,"Mount Rainier National Park, Ashford, WA, US",46.9276166667,-121.5948633333,,Mount Rainier lousewort,https://www.inaturalist.org/observations/174031840,https://inaturalist-open-data.s3.amazonaws.com/photos/302294814/medium.jpg,jareddodson,174031840,Mount Rainier lousewort,Plantae,146989,1,0,2023-07-20 06:48:39-07:00,2023-07-20,2023-07-20 13:48:39 UTC,Pacific Time (US & Canada),13,13,,,false,,,3448676,,2023-07-21 01:21:00 UTC,2023-08-12 20:38:31 UTC,research,CC-BY-NC,NA,3,false
Pedicularis rainierensis,2023-07-20 06:09:01 -0700,,"Mount Rainier National Park, Ashford, WA, US",46.9194533333,-121.58448,,Mount Rainier lousewort,https://www.inaturalist.org/observations/174030902,https://inaturalist-open-data.s3.amazonaws.com/photos/302293045/medium.jpg,jareddodson,174030902,Mount Rainier lousewort,Plantae,146989,1,0,2023-07-20 06:09:01-07:00,2023-07-20,2023-07-20 13:09:01 UTC,Pacific Time (US & Canada),4,4,,,false,,,3448676,,2023-07-21 01:12:42 UTC,2023-07-21 01:14:57 UTC,research,CC-BY-NC,NA,3,false
Pedicularis rainierensis,2023-07-16 14:42:05 -0700,,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.9541625977,-121.8791885376,,Mount Rainier lousewort,https://www.inaturalist.org/observations/173361564,https://inaturalist-open-data.s3.amazonaws.com/photos/301057686/medium.jpeg,manseekingorganisms,173361564,Mount Rainier lousewort,Plantae,146989,1,0,Sun Jul 16 2023 14:42:05 GMT -0700 (PDT),2023-07-16,2023-07-16 21:42:05 UTC,Pacific Time (US & Canada),4,4,,,false,,,7072181,,2023-07-17 05:03:21 UTC,2023-08-12 20:38:48 UTC,research,CC-BY-NC,NA,333,false
Pedicularis rainierensis,2023-07-16 14:42:16 -0700,,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.9541625977,-121.8791809082,,Mount Rainier lousewort,https://www.inaturalist.org/observations/173361560,https://inaturalist-open-data.s3.amazonaws.com/photos/301057660/medium.jpeg,manseekingorganisms,173361560,Mount Rainier lousewort,Plantae,146989,1,0,Sun Jul 16 2023 14:42:16 GMT -0700 (PDT),2023-07-16,2023-07-16 21:42:16 UTC,Pacific Time (US & Canada),4,4,,,false,,,7072181,,2023-07-17 05:03:21 UTC,2023-07-17 15:25:31 UTC,research,CC-BY-NC,NA,333,false
Pedicularis rainierensis,2023-07-14 11:10:14 -0700,,"Mount Rainier National Park, Ashford, WA, US",46.7928116667,-121.83947,,Mount Rainier lousewort,https://www.inaturalist.org/observations/172934931,https://inaturalist-open-data.s3.amazonaws.com/photos/300271456/medium.jpg,mam252,172934931,Mount Rainier lousewort,Plantae,146989,1,0,2023-07-14 11:10:14-07:00,2023-07-14,2023-07-14 18:10:14 UTC,Pacific Time (US & Canada),4,4,,,false,,,1988165,Maria,2023-07-15 00:37:17 UTC,2023-07-15 10:46:21 UTC,research,CC-BY-NC,NA,3,false
Pedicularis rainierensis,2023-07-09 12:50:26 -0700,,"Ashford, WA 98304, USA",46.9561335939,-121.8842993304,,Mount Rainier lousewort,https://www.inaturalist.org/observations/172103111,https://inaturalist-open-data.s3.amazonaws.com/photos/298719921/medium.jpeg,joshuamorris,172103111,Mount Rainier lousewort,Plantae,146989,1,0,2023-07-09 12:50:26,2023-07-09,2023-07-09 19:50:26 UTC,Pacific Time (US & Canada),11,11,,,false,gps,gps,802464,Joshua Morris,2023-07-10 04:08:51 UTC,2023-07-18 15:38:40 UTC,research,CC0,NA,2,false
Pedicularis rainierensis,2023-07-02 11:35:37 -0700,,"Mount Rainier National Park, Ashford, WA, US",46.8039083333,-121.771575,,Mount Rainier lousewort,https://www.inaturalist.org/observations/170839293,https://static.inaturalist.org/photos/296412314/medium.jpg,girlysound,170839293,Mount Rainier lousewort,Plantae,146989,1,0,2023-07-02 11:35:37-07:00,2023-07-02,2023-07-02 18:35:37 UTC,Pacific Time (US & Canada),4,4,,,false,,,3116192,Carson,2023-07-03 14:18:52 UTC,2023-07-18 15:36:12 UTC,research,,NA,3,false
Pedicularis rainierensis,2022-08-02 07:29:00 -0700,,"Pierce County, WA, USA",46.9375821267,-121.8672415451,,Mount Rainier lousewort,https://www.inaturalist.org/observations/135755294,https://inaturalist-open-data.s3.amazonaws.com/photos/231590486/medium.jpeg,chrisclose,135755294,Mount Rainier lousewort,Plantae,146989,1,0,2022/08/02 7:29 AM,2022-08-02,2022-08-02 14:29:00 UTC,Pacific Time (US & Canada),15,15,,,false,,,4281088,Chris Close,2022-09-20 05:28:16 UTC,2023-07-18 16:03:26 UTC,research,CC-BY-NC,NA,NA,false
Pedicularis rainierensis,2022-08-02 04:03:00 -0700,,"Pierce County, WA, USA",46.9565057964,-121.8828075254,,Mount Rainier lousewort,https://www.inaturalist.org/observations/135643321,https://inaturalist-open-data.s3.amazonaws.com/photos/231383559/medium.jpeg,chrisclose,135643321,Mount Rainier lousewort,Plantae,146989,1,0,2022/08/02 4:03 AM,2022-08-02,2022-08-02 11:03:00 UTC,Pacific Time (US & Canada),15,15,,,false,,,4281088,Chris Close,2022-09-19 09:39:58 UTC,2023-07-18 16:02:57 UTC,research,CC-BY-NC,NA,NA,false
Pedicularis rainierensis,2022-07-31 05:28:00 -0700,,"Pierce County, WA, USA",46.9114973258,-121.6565360616,,Mount Rainier lousewort,https://www.inaturalist.org/observations/135228616,https://inaturalist-open-data.s3.amazonaws.com/photos/230613542/medium.jpeg,chrisclose,135228616,Mount Rainier lousewort,Plantae,146989,1,0,2022/07/31 5:28 AM,2022-07-31,2022-07-31 12:28:00 UTC,Pacific Time (US & Canada),15,15,,,false,,,4281088,Chris Close,2022-09-16 10:51:44 UTC,2022-09-16 11:27:06 UTC,research,CC-BY-NC,NA,NA,false
Pedicularis rainierensis,2022-08-12 18:11:43 -0700,,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.785160387,-121.8353853935,,Mount Rainier lousewort,https://www.inaturalist.org/observations/134748946,https://static.inaturalist.org/photos/229735057/medium.jpg,preeti5,134748946,Mount Rainier lousewort,Plantae,146989,2,0,2022-08-12 18:11:43-07:00,2022-08-12,2022-08-13 01:11:43 UTC,Pacific Time (US & Canada),8,8,,,false,,,2172332,Preeti Gopalan,2022-09-12 16:53:50 UTC,2024-05-07 05:40:53 UTC,research,,NA,3,false
Pedicularis rainierensis,2022-08-19 09:43:23 -0700,,"Mount Rainier National Park, Ashford, WA, US",46.9255416667,-121.8152383333,,Mount Rainier lousewort,https://www.inaturalist.org/observations/131541588,https://inaturalist-open-data.s3.amazonaws.com/photos/223872782/medium.jpg,davidhelder,131541588,Mount Rainier lousewort,Plantae,146989,1,0,2022-08-19 09:43:23-07:00,2022-08-19,2022-08-19 16:43:23 UTC,Pacific Time (US & Canada),3,3,,,false,,,4432586,,2022-08-20 04:47:16 UTC,2024-07-18 21:40:50 UTC,research,CC-BY-NC,NA,3,false
Pedicularis rainierensis,2022-08-01 13:16:24 -0700,,"The Mount Baker-Snoqualmie National Forest, Ashford, WA, US",47.0389971667,-121.8295133333,,Mount Rainier lousewort,https://www.inaturalist.org/observations/129085939,https://static.inaturalist.org/photos/219327425/medium.jpg,richard_olmstead,129085939,Mount Rainier lousewort,Plantae,146989,1,0,2022-08-01 13:16:24-07:00,2022-08-01,2022-08-01 20:16:24 UTC,Pacific Time (US & Canada),5,5,,,false,,,5717,Richard Olmstead,2022-08-02 02:48:07 UTC,2022-08-02 21:50:31 UTC,research,CC-BY,NA,3,false
Pedicularis rainierensis,2022-07-23 07:33:56 -0700,Pedicularis rainierensis?,"Mount Rainier National Park, Ashford, WA, US",46.9170416667,-121.6838383333,,Mount Rainier lousewort,https://www.inaturalist.org/observations/127612607,https://inaturalist-open-data.s3.amazonaws.com/photos/216667299/medium.jpg,jareddodson,127612607,Mount Rainier lousewort,Plantae,146989,2,0,2022-07-23 07:33:56-07:00,2022-07-23,2022-07-23 14:33:56 UTC,Pacific Time (US & Canada),5,5,,,false,,,3448676,,2022-07-24 02:31:22 UTC,2022-08-12 15:34:15 UTC,research,CC-BY-NC,NA,3,false
Pedicularis rainierensis,2021-08-19 12:27:00 -0700,,"Van Trump Park, Pierce County, WA, USA",46.801964343,-121.773704996,,Mount Rainier lousewort,https://www.inaturalist.org/observations/91866117,https://inaturalist-open-data.s3.amazonaws.com/photos/152022208/medium.jpg,adamschneider,91866117,Mount Rainier lousewort,Plantae,146989,1,0,2021/08/19 12:27 PM PDT,2021-08-19,2021-08-19 19:27:00 UTC,Pacific Time (US & Canada),20,20,,,false,,,521910,Adam Schneider,2021-08-20 16:50:35 UTC,2021-08-20 23:15:26 UTC,research,CC-BY,NA,NA,false
Pedicularis rainierensis,2021-07-16 16:09:00 -0700,Narrow endemic,"Grand Park, Mt. Rainier, Pierce County, Washington, USA",46.9679333333,-121.6706472222,,Mount Rainier lousewort,https://www.inaturalist.org/observations/90255047,https://inaturalist-open-data.s3.amazonaws.com/photos/149144912/medium.jpeg,peterzika,90255047,Mount Rainier lousewort,Plantae,146989,2,0,2021/07/16 4:09 PM PDT,2021-07-16,2021-07-16 23:09:00 UTC,Pacific Time (US & Canada),4,4,,,false,,,1816805,Peter Zika,2021-08-07 13:29:02 UTC,2022-04-20 20:56:41 UTC,research,CC-BY-NC,NA,NA,false
Pedicularis rainierensis,2021-07-28 16:52:00 -0700,,"Sunrise area, Mt Rainier NP, Pierce County, WA, USA",46.9268388889,-121.6289833333,,Mount Rainier lousewort,https://www.inaturalist.org/observations/89415318,https://inaturalist-open-data.s3.amazonaws.com/photos/147644493/medium.jpeg,pdunwiddie,89415318,Mount Rainier lousewort,Plantae,146989,1,0,2021/07/28 4:52 PM PDT,2021-07-28,2021-07-28 23:52:00 UTC,Pacific Time (US & Canada),26,26,,,false,,,270802,,2021-08-01 01:10:48 UTC,2022-07-22 22:28:23 UTC,research,CC-BY-NC,NA,NA,false
Pedicularis rainierensis,2020-08-25 14:28:21 -0700,Found along the Spray Park trail up in the meadows 8/25/2020. I hope the ID is correct.,"Mount Rainier National Park, Ashford, WA, US",46.919125,-121.83963833,,Mount Rainier lousewort,https://www.inaturalist.org/observations/57642849,https://static.inaturalist.org/photos/91966242/medium.jpg,birdbretta,57642849,Mount Rainier lousewort,Plantae,146989,1,0,Tue Aug 25 2020 14:28:21 GMT-0700 (PDT),2020-08-25,2020-08-25 21:28:21 UTC,Pacific Time (US & Canada),14,14,,,false,,,2898239,,2020-08-26 15:12:49 UTC,2020-08-27 12:43:50 UTC,research,,NA,3,false
Pedicularis rainierensis,2020-08-04 12:43:00 -0700,,"Spray Park, Mt Rainier, Pierce County, Washington, USA",46.9228166667,-121.8406527778,,Mount Rainier lousewort,https://www.inaturalist.org/observations/55595494,https://inaturalist-open-data.s3.amazonaws.com/photos/88538730/medium.jpeg,peterzika,55595494,Mount Rainier lousewort,Plantae,146989,1,0,2020/08/04 12:43 PM PDT,2020-08-04,2020-08-04 19:43:00 UTC,Pacific Time (US & Canada),10,10,,open,false,,,1816805,Peter Zika,2020-08-06 13:57:04 UTC,2025-01-04 19:46:36 UTC,research,CC-BY-NC,NA,NA,false
Pedicularis rainierensis,2019-07-28 15:41:24 -0700,,"Mount Rainier National Park, Packwood, WA, US",46.7771216667,-121.7218033333,,Mount Rainier lousewort,https://www.inaturalist.org/observations/29792644,https://inaturalist-open-data.s3.amazonaws.com/photos/46514243/medium.jpg,dbwilson,29792644,Mount Rainier lousewort,Plantae,146989,1,0,Sun Jul 28 2019 15:41:24 GMT-0700 (PDT),2019-07-28,2019-07-28 22:41:24 UTC,Pacific Time (US & Canada),5,5,,,false,,,2049806,,2019-07-29 16:34:17 UTC,2020-01-17 19:14:30 UTC,research,CC-BY-NC,NA,3,false
Pedicularis rainierensis,2016-08-11 13:54:31 -0700,Berkeley Park; budding; flowering,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.91764799,-121.68783392,,Mount Rainier lousewort,http://www.inaturalist.org/observations/3862863,https://static.inaturalist.org/photos/4532899/medium.jpeg,reidozaki,3862863,Mt. Rainier Lousewort,Plantae,146989,1,0,2016-08-11 1:54:31 PM PDT,2016-08-11,2016-08-11 20:54:31 UTC,Pacific Time (US & Canada),10,10,,,false,gps,gps,239386,Reid Ozaki,2016-08-11 21:52:59 UTC,2016-08-13 03:29:11 UTC,research,,NA,2,false
Pedicularis rainierensis,2016-07-26 14:25:26 -0700,,"Mount Rainier, Mount Rainier National Park, Pierce County, US-WA, US",46.917875167,-121.6886614357,,Mount Rainier lousewort,http://www.inaturalist.org/observations/3771188,https://inaturalist-open-data.s3.amazonaws.com/photos/4395546/medium.jpg,space3,3771188,Mount Rainier lousewort,Plantae,146989,2,0,Tue Jul 26 2016 14:25:26 GMT-0700 (PDT),2016-07-26,2016-07-26 21:25:26 UTC,Pacific Time (US & Canada),10,10,,,false,,,243641,,2016-07-30 17:54:06 UTC,2020-01-17 19:17:03 UTC,research,CC-BY-NC,NA,3,false
Castilleja cryptantha,2024-08-01 09:38:00 -0700,,"Frozen Lake area, Mount Rainier National Park, Pierce County, Washington, USA",46.9192305556,-121.6650611111,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/247722217,https://inaturalist-open-data.s3.amazonaws.com/photos/442496963/medium.jpeg,peterzika,247722217,Obscure Indian Paintbrush,Plantae,160187,0,0,2024/08/01 9:38 AM,2024-08-01,2024-08-01 16:38:00 UTC,Pacific Time (US & Canada),24,24,,NA,false,,,1816805,Peter Zika,2024-10-17 04:37:46 UTC,2024-12-17 17:20:58 UTC,research,CC-BY-NC,NA,NA,false
Castilleja cryptantha,2024-08-16 14:39:51 -0700,,"Mount Rainier National Park, Enumclaw, WA, US",46.9192102834,-121.6649227423,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/236826383,https://inaturalist-open-data.s3.amazonaws.com/photos/421386334/medium.jpeg,steinm,236826383,Obscure Indian Paintbrush,Plantae,160187,1,0,2024-08-16 14:39:51-07:00,2024-08-16,2024-08-16 21:39:51 UTC,Pacific Time (US & Canada),2,2,,NA,false,,,4155577,Michael Stein,2024-08-20 00:44:13 UTC,2024-08-20 22:41:36 UTC,research,CC-BY-NC,NA,3,false
Castilleja cryptantha,2024-08-02 14:06:00 -0700,"In a visit a few days later, I found none of this species at Spray Park despite looking hard. There are no herbarium samples from Spray Park either.","Pierce County, WA, USA",46.9691777778,-121.6687305556,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233576407,https://inaturalist-open-data.s3.amazonaws.com/photos/415119040/medium.jpeg,jhorthos,233576407,Castilleja cryptantha,Plantae,160187,1,0,2024/08/02 2:06 PM,2024-08-02,2024-08-02 21:06:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 21:23:00 UTC,2025-01-25 00:31:41 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 12:59:00 -0700,,"Pierce County, WA, USA",46.9650027778,-121.6779472222,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233574161,https://inaturalist-open-data.s3.amazonaws.com/photos/415114248/medium.jpeg,jhorthos,233574161,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 12:59 PM,2024-08-02,2024-08-02 19:59:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 21:10:11 UTC,2025-01-25 00:31:56 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 12:52:00 -0700,,"Pierce County, WA, USA",46.9654583333,-121.6771611111,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233573425,https://inaturalist-open-data.s3.amazonaws.com/photos/415112606/medium.jpeg,jhorthos,233573425,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 12:52 PM,2024-08-02,2024-08-02 19:52:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 21:05:42 UTC,2025-01-25 00:33:36 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 12:40:00 -0700,,"Pierce County, WA, USA",46.9668777778,-121.6745,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233521088,https://inaturalist-open-data.s3.amazonaws.com/photos/415014300/medium.jpeg,jhorthos,233521088,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 12:40 PM,2024-08-02,2024-08-02 19:40:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 17:00:02 UTC,2025-01-25 00:33:57 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 12:39:00 -0700,,"Pierce County, WA, USA",46.9669,-121.6743388889,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233514708,https://inaturalist-open-data.s3.amazonaws.com/photos/415003197/medium.jpeg,jhorthos,233514708,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 12:39 PM,2024-08-02,2024-08-02 19:39:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 16:33:13 UTC,2025-01-25 00:34:03 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 13:21:00 -0700,,"Pierce County, WA, USA",46.9611861111,-121.6802527778,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233502367,https://inaturalist-open-data.s3.amazonaws.com/photos/414980713/medium.jpeg,jhorthos,233502367,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 1:21 PM,2024-08-02,2024-08-02 20:21:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 15:38:29 UTC,2025-01-25 00:36:37 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 14:07:00 -0700,,"Pierce County, WA, USA",46.9691888889,-121.6687388889,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233501996,https://inaturalist-open-data.s3.amazonaws.com/photos/414979890/medium.jpeg,jhorthos,233501996,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 2:07 PM,2024-08-02,2024-08-02 21:07:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 15:36:32 UTC,2025-01-25 00:36:42 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 14:10:00 -0700,,"Pierce County, WA, USA",46.9695027778,-121.6677111111,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233501532,https://inaturalist-open-data.s3.amazonaws.com/photos/414978995/medium.jpeg,jhorthos,233501532,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 2:10 PM,2024-08-02,2024-08-02 21:10:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 15:34:07 UTC,2025-01-25 00:36:51 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2024-08-02 12:01:00 -0700,"Scattered widely in Grand Park, never particularly common except in small patches.","Pierce County, WA, USA",46.9692722222,-121.6690444444,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/233500947,https://inaturalist-open-data.s3.amazonaws.com/photos/414977747/medium.jpeg,jhorthos,233500947,Obscure Indian Paintbrush,Plantae,160187,1,0,2024/08/02 12:01 PM,2024-08-02,2024-08-02 19:01:00 UTC,Pacific Time (US & Canada),5,5,,NA,false,,,1094975,James H. Thomas,2024-08-03 15:31:09 UTC,2025-01-25 00:37:01 UTC,research,CC0,NA,NA,false
Castilleja cryptantha,2023-08-24 10:09:00 -0700,,"Sunrise Lake area, Mount Rainier National Park, Pierce County, Washington, USA",46.9208416667,-121.5927194444,,Obscure Indian Paintbrush,https://www.inaturalist.org/observations/193377732,https://inaturalist-open-data.s3.amazonaws.com/photos/339699641/medium.jpeg,peterzika,193377732,Obscure Indian Paintbrush,Plantae,160187,2,0,2023/08/24 10:09 AM,2023-08-24,2023-08-24 17:09:00 UTC,Pacific Time (US & Canada),4,4,,NA,false,,,1816805,Peter Zika,2023-12-08 12:33:52 UTC,2023-12-09 23:06:22 UTC,research,CC-BY-NC,NA,NA,false
